statename,distname,YEAR,KIDNAPPING & ABDUCTION,DACOITY,ROBBERY,THEFT,AUTO THEFT
Karnataka,Gadag,2013,13,1,12,75,39
Karnataka,Gulbarga,2013,60,13,62,274,129
Karnataka,Hassan,2013,57,3,52,415,227
Karnataka,Haveri,2013,14,5,20,145,81
Karnataka,K.G.F.,2013,12,3,15,62,30
Karnataka,Kodagu,2013,23,3,17,128,25
Karnataka,Kolar,2013,10,5,50,187,71
Karnataka,Koppal,2013,14,3,7,84,53
Karnataka,Mandya,2013,74,9,67,559,213
Karnataka,Mangalore City,2013,12,9,67,241,130
Karnataka,Mysore Commr.,2013,22,11,151,580,424
Karnataka,Mysore Rural,2013,55,8,34,341,143
Karnataka,Raichur,2013,24,8,13,156,78
Karnataka,Railways,2013,3,7,65,726,8
Karnataka,Ramanagar,2013,43,19,92,507,271
Karnataka,Shimoga,2013,67,10,66,340,147
Karnataka,Tumkur,2013,41,10,90,421,198
Karnataka,Udupi,2013,23,7,41,120,45
Karnataka,Uttar Kannada,2013,51,4,35,99,38
Karnataka,Yadgiri,2013,29,1,8,54,29
Karnataka,Zz Total,2013,1836,280,2150,19756,9559
Kerala,Alapuzha,2013,14,3,39,197,68
Kerala,Ernakulam Commr.,2013,10,5,39,307,103
Kerala,Ernakulam Rural,2013,14,7,65,279,90
Kerala,Idukki,2013,4,5,17,152,21
Kerala,Kannur,2013,22,5,62,149,47
Kerala,Kasargod,2013,21,3,30,170,116
Kerala,Kollam Commr.,2013,18,3,66,150,55
Kerala,Kollam Rural,2013,12,2,14,186,40
Kerala,Kottayam,2013,12,0,35,249,67
Kerala,Kozhikode Commr.,2013,11,4,43,194,107
Kerala,Kozhikode Rural,2013,19,0,22,165,84
Kerala,Malappuram,2013,11,3,33,267,101
Kerala,Palakkad,2013,18,2,43,203,57
Kerala,Pathanamthitta,2013,4,0,37,161,22
Kerala,Railways,2013,1,0,3,229,0
Kerala,Thrissur Commr.,2013,2,2,21,157,27
Kerala,Thrissur Rural,2013,13,5,39,179,36
Kerala,Trivandrum Commr.,2013,7,3,73,274,83
Kerala,Trivandrum Rural,2013,32,14,87,346,105
Kerala,Wayanadu,2013,7,1,16,65,21
Kerala,Zz Total,2013,252,67,784,4079,1250
Madhya Pradesh,Agar,2013,18,1,7,76,46
Madhya Pradesh,Alirajpur,2013,18,3,8,67,41
Madhya Pradesh,Anuppur,2013,34,4,21,129,56
Madhya Pradesh,Ashok Nagar,2013,28,2,22,91,40
Madhya Pradesh,Balaghat,2013,5,2,10,100,38
Madhya Pradesh,Barwani,2013,43,1,13,170,87
Madhya Pradesh,Betul,2013,83,0,20,198,63
Madhya Pradesh,Bhind,2013,55,6,73,337,210
Madhya Pradesh,Bhopal,2013,107,0,209,2452,1586
Madhya Pradesh,Bhopal Rly.,2013,5,0,31,1638,14
Madhya Pradesh,Burhanpur,2013,22,1,7,106,42
Madhya Pradesh,Chhatarpur,2013,38,2,37,224,200
Madhya Pradesh,Chhindwara,2013,192,1,17,211,100
Madhya Pradesh,Damoh,2013,21,0,15,104,46
Madhya Pradesh,Datiya,2013,24,1,30,123,43
Madhya Pradesh,Dewas,2013,19,1,14,437,160
Madhya Pradesh,Dhar,2013,175,7,33,602,332
Madhya Pradesh,Dindori,2013,20,0,1,63,15
Madhya Pradesh,Guna,2013,26,5,35,323,170
Madhya Pradesh,Gwalior,2013,67,8,145,1641,1231
Madhya Pradesh,Harda,2013,9,0,9,77,47
Madhya Pradesh,Hoshangabad,2013,106,2,24,268,142
Madhya Pradesh,Indore,2013,398,4,224,5906,4315
Madhya Pradesh,Indore Rly.,2013,6,0,6,367,13
Madhya Pradesh,Jabalpur,2013,174,3,117,927,551
Madhya Pradesh,Jabalpur Rly.,2013,2,0,18,756,13
Madhya Pradesh,Jhabua,2013,96,3,23,158,85
Madhya Pradesh,Katni,2013,72,1,12,171,98
Madhya Pradesh,Khandwa,2013,105,1,15,258,87
Madhya Pradesh,Khargon,2013,177,2,28,440,186
Madhya Pradesh,Mandla,2013,14,0,2,53,28
Madhya Pradesh,Mandsaur,2013,31,2,7,319,144
Madhya Pradesh,Morena,2013,48,7,52,519,290
Madhya Pradesh,Narsinghpur,2013,69,1,11,191,83
Madhya Pradesh,Neemuch,2013,48,0,27,213,104
Madhya Pradesh,Panna,2013,14,0,5,48,21
Madhya Pradesh,Raisen,2013,36,1,7,230,111
Madhya Pradesh,Rajgarh,2013,82,3,21,305,168
Madhya Pradesh,Ratlam,2013,61,0,41,288,119
Madhya Pradesh,Rewa,2013,32,4,64,483,280
Madhya Pradesh,Sagar,2013,55,0,47,434,205
Madhya Pradesh,Satna,2013,41,4,50,497,293
Madhya Pradesh,Seoni,2013,47,1,12,98,33
Madhya Pradesh,Shahdol,2013,130,2,20,225,51
Madhya Pradesh,Shajapur,2013,20,0,15,306,135
Madhya Pradesh,Sheopur,2013,7,1,9,76,51
Madhya Pradesh,Shivpuri,2013,32,4,50,251,121
Madhya Pradesh,Sidhi,2013,76,0,11,97,21
Madhya Pradesh,Sihore,2013,38,2,28,301,145
Madhya Pradesh,Singrauli,2013,86,0,17,209,74
Madhya Pradesh,Tikamgarh,2013,36,0,21,89,47
Madhya Pradesh,Ujjain,2013,41,2,67,952,522
Madhya Pradesh,Umariya,2013,38,2,7,71,25
Madhya Pradesh,Vidisha,2013,127,1,17,370,155
Madhya Pradesh,Zz Total,2013,3354,98,1832,25045,13283
Maharashtra,Ahmednagar,2013,81,44,351,1603,555
Maharashtra,Akola,2013,31,17,79,731,156
Maharashtra,Amravati Commr.,2013,27,5,72,651,159
Maharashtra,Amravati Rural,2013,53,5,48,985,105
Maharashtra,Aurangabad Commr.,2013,49,21,166,1184,619
Maharashtra,Aurangabad Rural,2013,23,24,50,848,147
Maharashtra,Beed,2013,71,19,105,618,219
Maharashtra,Bhandara,2013,20,4,27,533,66
Maharashtra,Buldhana,2013,21,8,41,533,125
Maharashtra,Chandrapur,2013,38,5,53,800,209
Maharashtra,Dhule,2013,27,42,89,353,119
Maharashtra,Gadchiroli,2013,6,3,6,131,36
Maharashtra,Gondia,2013,24,5,9,246,52
Maharashtra,Hingoli,2013,15,1,8,122,27
Maharashtra,Jalgaon,2013,59,35,114,976,269
Maharashtra,Jalna,2013,31,19,61,492,155
Maharashtra,Kolhapur,2013,53,20,163,886,379
Maharashtra,Latur,2013,38,24,50,427,163
Maharashtra,Mumbai Commr.,2013,381,41,2757,10561,3789
Maharashtra,Mumbai Rly.,2013,7,3,513,1838,0
Maharashtra,Nagpur Commr.,2013,118,15,492,2764,1430
Maharashtra,Nagpur Rly.,2013,4,2,72,1324,15
Maharashtra,Nagpur Rural,2013,32,7,43,951,165
Maharashtra,Nanded,2013,61,20,61,538,201
Maharashtra,Nandurbar,2013,20,17,10,181,53
Maharashtra,Nasik Commr.,2013,31,13,145,905,489
Maharashtra,Nasik Rural,2013,49,47,120,908,347
Maharashtra,Navi Mumbai,2013,84,15,350,1352,685
Maharashtra,Osmanabad,2013,37,18,30,380,83
Maharashtra,Parbhani,2013,66,35,68,519,161
Maharashtra,Pune Commr.,2013,177,20,866,4091,2400
Maharashtra,Pune Rly.,2013,2,4,21,399,3
Maharashtra,Pune Rural,2013,100,42,279,2241,1072
Maharashtra,Raigad,2013,17,12,65,484,103
Maharashtra,Ratnagiri,2013,15,8,38,245,47
Maharashtra,Sangli,2013,45,3,45,545,189
Maharashtra,Satara,2013,59,53,275,1458,425
Maharashtra,Sindhudurg,2013,7,3,14,117,15
Maharashtra,Solapur Commr.,2013,39,31,139,539,295
Maharashtra,Solapur Rural,2013,39,21,85,1290,283
Maharashtra,Thane Commr.,2013,302,32,1071,2856,1484
Maharashtra,Thane Rural,2013,82,45,444,1514,667
Maharashtra,Wardha,2013,51,4,71,736,103
Maharashtra,Washim,2013,24,2,31,343,91
Maharashtra,Yavatmal,2013,124,19,149,1472,239
Maharashtra,Zz Total,2013,2640,833,9746,52670,18394
Manipur,Bishnupur,2013,7,0,0,45,27
Manipur,Chandel,2013,3,0,0,4,0
Manipur,Churachandpur,2013,5,0,0,20,12
Manipur,Cid,2013,0,0,0,0,0
Manipur,Imphal East,2013,48,0,0,184,154
Manipur,Imphal West,2013,55,0,3,493,444
Manipur,Senapati,2013,12,0,0,18,4
Manipur,Tamenglong,2013,6,0,0,7,1
Manipur,Thoubal,2013,41,0,0,72,40
Manipur,Ukhrul,2013,4,0,0,11,5
Manipur,Zz Total,2013,181,0,3,854,687
Meghalaya,Garo Hills East,2013,7,3,10,32,8
Meghalaya,Garo Hills North,2013,18,6,4,17,5
Meghalaya,Garo Hills South,2013,10,8,0,19,10
Meghalaya,Garo Hills South W.,2013,3,6,1,9,1
Meghalaya,Garo Hills West,2013,18,3,6,97,42
Meghalaya,Jaintia Hills East,2013,20,2,5,58,8
Meghalaya,Jaintia Hills West,2013,2,4,7,42,2
Meghalaya,Khasi Hills East,2013,40,4,29,217,26
Meghalaya,Khasi Hills South W.,2013,2,5,2,12,2
Meghalaya,Khasi Hills West,2013,6,8,2,30,1
Meghalaya,Ri-Bhoi,2013,13,2,2,84,18
Meghalaya,Zz Total,2013,139,51,68,617,123
Mizoram,Aizawl,2013,2,0,1,326,44
Mizoram,Champhai,2013,1,0,0,88,1
Mizoram,Kolasib,2013,1,3,0,61,13
Mizoram,Lawngtlai,2013,0,0,1,23,0
Mizoram,Lunglei,2013,0,0,0,53,2
Mizoram,Mamit,2013,3,1,1,24,0
Mizoram,Saiha,2013,0,0,0,29,0
Mizoram,Serchhip,2013,0,0,0,39,3
Mizoram,Spl Narcotic,2013,0,0,0,0,0
Mizoram,Traffic Ps,2013,0,0,0,0,0
Mizoram,Zz Total,2013,7,4,3,643,63
Nagaland,Dimapur,2013,22,3,29,242,190
Nagaland,Kiphire,2013,2,0,0,4,0
Nagaland,Kohima,2013,7,0,11,48,18
Nagaland,Longleng,2013,0,0,0,3,1
Nagaland,Mokokchung,2013,6,0,4,18,4
Nagaland,Mon,2013,2,0,1,12,2
Nagaland,Peren,2013,0,0,0,5,0
Nagaland,Phek,2013,0,0,2,16,2
Nagaland,Tuensang,2013,0,0,0,13,0
Nagaland,Wokha,2013,1,0,0,28,7
Nagaland,Zunheboto,2013,0,0,2,17,7
Nagaland,Zz Total,2013,40,3,49,406,231
Orissa,Angul,2013,127,29,81,716,169
Orissa,Balasore,2013,176,16,80,400,125
Orissa,Baragarh,2013,45,8,47,143,38
Orissa,Berhampur,2013,71,9,74,267,156
Orissa,Bhadrak,2013,111,11,24,142,45
Orissa,Bolangir,2013,50,27,45,185,63
Orissa,Boudh,2013,39,4,10,37,15
Orissa,Cuttack,2013,61,20,54,221,77
Orissa,Dcp Bbsr,2013,119,11,88,1582,857
Orissa,Dcp Ctc,2013,84,9,55,796,388
Orissa,Deogarh,2013,10,2,8,44,5
Orissa,Dhenkanal,2013,56,15,68,205,59
Orissa,Gajapati,2013,8,1,3,26,10
Orissa,Ganjam,2013,65,42,69,193,68
Orissa,Jagatsinghpur,2013,81,14,115,412,100
Orissa,Jajpur,2013,108,11,56,438,150
Orissa,Jharsuguda,2013,25,9,37,189,44
Orissa,Kalahandi,2013,58,5,32,105,18
Orissa,Kandhamal,2013,53,5,15,68,21
Orissa,Kendrapara,2013,109,7,49,159,66
Orissa,Keonjhar,2013,88,16,48,278,105
Orissa,Khurda,2013,76,20,70,198,63
Orissa,Koraput,2013,58,20,43,120,35
Orissa,Malkangir,2013,27,6,5,39,4
Orissa,Mayurbhanj,2013,126,4,40,272,79
Orissa,Nayagarh,2013,55,19,58,141,62
Orissa,Nowrangpur,2013,71,10,14,76,21
Orissa,Nuapada,2013,49,11,22,85,30
Orissa,Puri,2013,93,10,113,449,180
Orissa,Rayagada,2013,92,8,20,84,18
Orissa,Rourkela,2013,61,24,67,515,161
Orissa,Sambalpur,2013,56,19,114,513,181
Orissa,Sonepur,2013,13,4,9,84,18
Orissa,Srp(Cuttack),2013,0,2,12,375,39
Orissa,Srp(Rourkela),2013,5,1,12,288,26
Orissa,Sundargarh,2013,44,7,21,199,42
Orissa,Zz Total,2013,2370,436,1678,10044,3538
Punjab,Amritsar Rural,2013,67,1,9,222,35
Punjab,Barnala,2013,44,0,2,128,64
Punjab,Batala,2013,31,1,9,70,36
Punjab,Bhatinda,2013,62,0,2,326,198
Punjab,Cp Amritsar,2013,62,2,6,259,99
Punjab,Cp Jalandhar,2013,67,0,11,388,163
Punjab,Cp Ludhiana,2013,145,3,10,495,243
Punjab,Faridkot,2013,21,0,1,72,24
Punjab,Fatehgarh Sahib,2013,22,0,2,68,36
Punjab,Fazilka,2013,32,0,3,109,44
Punjab,Ferozpur,2013,33,0,2,156,55
Punjab,G.R.P,2013,2,0,3,85,15
Punjab,Gurdaspur,2013,42,0,3,110,27
Punjab,Hoshiarpur,2013,39,0,25,171,38
Punjab,Jalandhar Rural,2013,26,4,8,182,51
Punjab,Kapurthala,2013,42,2,6,159,35
Punjab,Khanna,2013,31,0,4,189,54
Punjab,Ludhiana Rural,2013,49,1,2,103,30
Punjab,Mansa,2013,13,0,0,57,26
Punjab,Moga,2013,41,1,4,134,47
Punjab,Muktsar,2013,55,0,2,99,28
Punjab,Pathankot,2013,20,0,1,28,14
Punjab,Patiala,2013,70,0,1,350,153
Punjab,Ropar,2013,60,0,3,123,56
Punjab,Sangrur,2013,60,1,2,191,85
Punjab,Sas Ngr,2013,91,1,7,424,221
Punjab,Sbs Nagar,2013,13,0,10,86,21
Punjab,Tarn Taran,2013,34,1,3,101,23
Punjab,Zz Total,2013,1274,18,141,4885,1921
Rajasthan,Ajmer,2013,207,4,22,955,561
Rajasthan,Alwar,2013,363,4,66,3964,2893
Rajasthan,Banswara,2013,110,2,18,120,67
Rajasthan,Baran,2013,102,0,4,308,153
Rajasthan,Barmer,2013,27,1,11,389,224
Rajasthan,Bharatpur,2013,293,2,37,2068,1365
Rajasthan,Bhilwara,2013,128,1,34,689,377
Rajasthan,Bikaner,2013,81,2,9,346,148
Rajasthan,Bundi,2013,104,1,6,201,98
Rajasthan,Chittorgarh,2013,165,0,17,440,237
Rajasthan,Churu,2013,88,0,4,233,86
Rajasthan,Dausa,2013,128,0,11,1160,778
Rajasthan,Dholpur,2013,91,2,10,420,204
Rajasthan,Discom,2013,0,0,0,0,0
Rajasthan,Dungarpur,2013,109,0,9,95,48
Rajasthan,G.R.P.Ajmer,2013,9,5,4,670,30
Rajasthan,G.R.P.Jodhpur,2013,1,0,1,111,14
Rajasthan,Ganganagar,2013,156,0,3,330,172
Rajasthan,Hanumangarh,2013,104,0,6,265,134
Rajasthan,Jaipur East,2013,125,3,116,3156,2689
Rajasthan,Jaipur North,2013,121,3,72,907,660
Rajasthan,Jaipur Rural,2013,125,8,24,702,279
Rajasthan,Jaipur South,2013,95,1,98,1687,1378
Rajasthan,Jaipur West,2013,181,2,97,1412,1091
Rajasthan,Jaisalmer,2013,19,0,7,108,33
Rajasthan,Jalore,2013,50,1,12,218,103
Rajasthan,Jhalawar,2013,141,1,25,400,231
Rajasthan,Jhunjhunu,2013,81,0,11,382,159
Rajasthan,Jodhpur East,2013,65,0,20,523,324
Rajasthan,Jodhpur Rural,2013,59,2,11,287,62
Rajasthan,Jodhpur West,2013,65,2,69,704,488
Rajasthan,Karauli,2013,119,2,15,846,551
Rajasthan,Kota City,2013,204,1,19,840,612
Rajasthan,Kota Rural,2013,70,2,9,169,84
Rajasthan,Nagaur,2013,116,0,6,427,189
Rajasthan,Pali,2013,140,0,38,410,200
Rajasthan,Pratapgarh,2013,152,0,7,137,50
Rajasthan,Rajsamand,2013,75,1,25,183,95
Rajasthan,Sawai Madhopur,2013,89,0,9,640,454
Rajasthan,Sikar,2013,186,3,12,779,330
Rajasthan,Sirohi,2013,63,0,6,119,57
Rajasthan,Tonk,2013,81,0,2,285,134
Rajasthan,Udaipur,2013,298,3,83,843,444
Rajasthan,Zz Total,2013,4986,59,1065,28928,18286
Sikkim,East,2013,9,0,5,80,9
Sikkim,North,2013,0,0,0,5,2
Sikkim,South,2013,5,0,1,32,4
Sikkim,West,2013,2,0,0,5,2
Sikkim,Zz Total,2013,16,0,6,122,17
Tamil Nadu,Ariyalur,2013,19,2,15,97,28
Tamil Nadu,Chennai,2013,60,5,81,1664,292
Tamil Nadu,Chennai Rly.,2013,0,1,18,268,2
Tamil Nadu,Coimbatore Rural,2013,30,2,89,379,108
Tamil Nadu,Coimbatore Urban,2013,9,3,114,407,127
Tamil Nadu,Cuddalore,2013,60,2,42,513,202
Tamil Nadu,Dharmapuri,2013,157,0,35,231,116
Tamil Nadu,Dindigul,2013,95,2,43,198,75
Tamil Nadu,Erode,2013,32,2,56,267,123
Tamil Nadu,Kanchipuram,2013,9,4,28,603,207
Tamil Nadu,Kanyakumari,2013,35,0,106,249,74
Tamil Nadu,Karur,2013,17,1,21,126,49
Tamil Nadu,Krishnagiri,2013,70,2,56,190,74
Tamil Nadu,Madurai Rural,2013,111,5,181,687,176
Tamil Nadu,Madurai Urban,2013,32,4,102,425,220
Tamil Nadu,Nagapattinam,2013,24,2,31,270,75
Tamil Nadu,Namakkal,2013,44,1,50,156,55
Tamil Nadu,Nilgiris,2013,10,1,6,45,10
Tamil Nadu,Perambalur,2013,4,0,11,72,27
Tamil Nadu,Pudukottai,2013,54,4,20,110,36
Tamil Nadu,Ramnathapuram,2013,25,1,66,127,25
Tamil Nadu,Salem Rural,2013,69,5,44,157,47
Tamil Nadu,Salem Urban,2013,22,1,41,122,66
Tamil Nadu,Sivagangai,2013,34,4,86,220,55
Tamil Nadu,Thanjavur,2013,61,0,145,423,215
Tamil Nadu,Theni,2013,38,1,38,253,60
Tamil Nadu,Thirunelveli Rural,2013,122,2,88,265,51
Tamil Nadu,Thirunelveli Urban,2013,14,1,69,154,52
Tamil Nadu,Thiruvallur,2013,23,3,18,228,71
Tamil Nadu,Thiruvannamalai,2013,56,2,15,250,66
Tamil Nadu,Thiruvarur,2013,23,2,34,190,39
Tamil Nadu,Thoothugudi,2013,30,5,82,284,92
Tamil Nadu,Tiruppur,2013,53,2,144,462,188
Tamil Nadu,Trichy Rly.,2013,0,0,25,91,0
Tamil Nadu,Trichy Rural,2013,35,5,34,146,50
Tamil Nadu,Trichy Urban,2013,8,1,44,233,43
Tamil Nadu,Vellore,2013,97,1,36,663,311
Tamil Nadu,Villupuram,2013,166,2,29,481,283
Tamil Nadu,Virudhunagar,2013,31,2,43,244,58
Tamil Nadu,Zz Total,2013,1779,83,2186,11950,3848
Tripura,Dhalai,2013,14,1,3,29,7
Tripura,Gomati,2013,30,1,7,95,41
Tripura,Grp,2013,0,0,1,5,0
Tripura,Khowai,2013,3,1,4,34,12
Tripura,North,2013,11,1,10,42,9
Tripura,Sipahijala,2013,19,2,6,78,0
Tripura,South,2013,15,0,4,38,0
Tripura,Unakoti,2013,18,1,2,37,8
Tripura,West,2013,34,2,7,175,59
Tripura,Zz Total,2013,144,9,44,533,136
Uttar Pradesh,Agra,2013,424,11,204,3015,2365
Uttar Pradesh,Aligarh,2013,399,22,195,1969,1372
Uttar Pradesh,Allahabad,2013,306,5,58,1625,1121
Uttar Pradesh,Ambedkar Nagar,2013,60,1,10,90,34
Uttar Pradesh,Amethi,2013,116,5,35,142,65
Uttar Pradesh,Amroha,2013,113,3,38,279,112
Uttar Pradesh,Auraiya,2013,78,3,12,180,110
Uttar Pradesh,Azamgarh,2013,154,3,60,272,143
Uttar Pradesh,Badaun,2013,139,2,53,245,118
Uttar Pradesh,Baghpat,2013,98,3,83,296,148
Uttar Pradesh,Bahraich,2013,151,1,18,271,112
Uttar Pradesh,Ballia,2013,143,1,14,263,152
Uttar Pradesh,Balrampur,2013,71,0,6,48,11
Uttar Pradesh,Banda,2013,145,0,23,249,108
Uttar Pradesh,Barabanki,2013,81,1,17,158,81
Uttar Pradesh,Bareilly,2013,329,3,80,773,417
Uttar Pradesh,Basti,2013,82,2,16,134,64
Uttar Pradesh,Bijnor,2013,168,5,56,405,149
Uttar Pradesh,Bulandshahar,2013,335,12,117,828,476
Uttar Pradesh,Chandoli,2013,53,1,14,102,45
Uttar Pradesh,Chitrakoot Dham,2013,27,1,3,81,40
Uttar Pradesh,Deoria,2013,180,2,29,214,117
Uttar Pradesh,Etah,2013,120,3,44,345,185
Uttar Pradesh,Etawah,2013,88,2,39,345,273
Uttar Pradesh,Faizabad,2013,138,1,28,264,132
Uttar Pradesh,Fatehgarh,2013,105,1,13,239,163
Uttar Pradesh,Fatehpur,2013,123,3,13,154,81
Uttar Pradesh,Firozabad,2013,233,7,90,699,475
Uttar Pradesh,G.R.P.,2013,55,8,52,3043,127
Uttar Pradesh,Gautambudh Nagar,2013,204,5,205,3313,2211
Uttar Pradesh,Ghaziabad,2013,346,11,122,3073,2326
Uttar Pradesh,Ghazipur,2013,108,6,31,180,98
Uttar Pradesh,Gonda,2013,166,2,27,207,91
Uttar Pradesh,Gorakhpur,2013,337,14,77,908,637
Uttar Pradesh,Hamirpur,2013,80,3,21,84,27
Uttar Pradesh,Hapur,2013,100,2,41,417,256
Uttar Pradesh,Hardoi,2013,145,1,18,249,118
Uttar Pradesh,Hathras,2013,104,5,41,405,233
Uttar Pradesh,Jalaun,2013,63,0,13,127,75
Uttar Pradesh,Jaunpur,2013,132,1,51,285,154
Uttar Pradesh,Jhansi,2013,85,3,22,290,200
Uttar Pradesh,Kannauj,2013,86,0,6,147,67
Uttar Pradesh,Kanpur Dehat,2013,78,1,13,107,55
Uttar Pradesh,Kanpur Nagar,2013,261,0,72,1195,922
Uttar Pradesh,Kasganj,2013,101,0,8,163,91
Uttar Pradesh,Kaushambi,2013,69,0,12,92,36
Uttar Pradesh,Khiri,2013,204,2,31,564,292
Uttar Pradesh,Kushi Nagar,2013,145,1,17,168,108
Uttar Pradesh,Lalitpur,2013,30,1,10,51,21
Uttar Pradesh,Lucknow,2013,381,11,69,2613,1705
Uttar Pradesh,Maharajganj,2013,117,2,12,99,43
Uttar Pradesh,Mahoba,2013,49,3,8,81,37
Uttar Pradesh,Mainpuri,2013,165,3,33,404,310
Uttar Pradesh,Mathura,2013,174,6,70,1028,745
Uttar Pradesh,Mau,2013,102,0,18,243,152
Uttar Pradesh,Meerut,2013,357,14,328,2740,1938
Uttar Pradesh,Mirzapur,2013,9,0,4,42,18
Uttar Pradesh,Moradabad,2013,187,14,52,715,411
Uttar Pradesh,Muzaffarnagar,2013,270,317,134,706,404
Uttar Pradesh,Pilibhit,2013,97,0,12,117,69
Uttar Pradesh,Pratapgarh,2013,184,4,68,332,189
Uttar Pradesh,Raibareilly,2013,106,1,19,195,91
Uttar Pradesh,Rampur,2013,100,4,29,312,132
Uttar Pradesh,Saharanpur,2013,153,9,114,557,296
Uttar Pradesh,Sambhal,2013,131,6,56,316,155
Uttar Pradesh,Sant Kabirnagar,2013,64,0,16,42,25
Uttar Pradesh,Shahjahanpur,2013,136,2,24,230,98
Uttar Pradesh,Shamli,2013,91,7,43,266,172
Uttar Pradesh,Shrawasti,2013,55,2,8,52,12
Uttar Pradesh,Sidharthnagar,2013,60,5,9,87,54
Uttar Pradesh,Sitapur,2013,267,3,44,375,155
Uttar Pradesh,Sonbhadra,2013,20,0,1,82,36
Uttar Pradesh,St.Ravidasnagar,2013,18,0,7,67,32
Uttar Pradesh,Sultanpur,2013,115,7,34,294,144
Uttar Pradesh,Unnao,2013,189,2,36,271,110
Uttar Pradesh,Varanasi,2013,228,4,85,930,601
Uttar Pradesh,Zz Total,2013,11183,596,3591,41949,24948
Uttarakhand,Almora,2013,32,0,1,15,2
Uttarakhand,Bageshwar,2013,16,0,1,6,0
Uttarakhand,Chamoli,2013,35,0,2,6,0
Uttarakhand,Champawat,2013,15,0,1,3,1
Uttarakhand,Dehradun,2013,279,4,27,394,190
Uttarakhand,Haridwar,2013,312,3,52,534,210
Uttarakhand,Nainital,2013,117,1,10,132,60
Uttarakhand,Pauri Garhwal,2013,43,0,4,49,15
Uttarakhand,Pithoragarh,2013,28,0,1,9,1
Uttarakhand,Rudra Prayag,2013,19,0,0,6,0
Uttarakhand,Tehri Garhwal,2013,23,0,0,10,3
Uttarakhand,Udhamsingh Nagar,2013,94,9,39,428,267
Uttarakhand,Uttarkashi,2013,19,0,0,4,0
Uttarakhand,Zz Total,2013,1032,17,138,1596,749
West Bengal,24 Parganas North,2013,428,20,46,1350,258
West Bengal,24 Parganas South,2013,397,18,41,1226,169
West Bengal,Asansol,2013,125,13,38,733,247
West Bengal,Bankura,2013,44,11,21,172,30
West Bengal,Bdn Cp,2013,60,1,14,747,214
West Bengal,Birbhum,2013,58,7,14,298,111
West Bengal,Bkp Cp,2013,169,10,31,1325,420
West Bengal,Burdwan,2013,122,12,29,650,156
West Bengal,Coochbehar,2013,165,7,9,339,142
West Bengal,Dakshin Dinajpur,2013,116,1,6,240,47
West Bengal,Darjeeling,2013,44,1,8,339,45
West Bengal,Hooghly,2013,183,7,17,996,213
West Bengal,Howrah,2013,106,14,15,307,85
West Bengal,Howrah City,2013,201,7,35,1163,214
West Bengal,Howrah G.R.P.,2013,7,0,2,293,0
West Bengal,Jalpaiguri,2013,287,3,35,1251,249
West Bengal,Jhargram,2013,23,2,9,93,13
West Bengal,Kharagpur G.R.P.,2013,1,0,3,142,1
West Bengal,Kolkata,2013,210,4,42,4910,680
West Bengal,Malda,2013,197,10,17,456,214
West Bengal,Murshidabad,2013,396,6,22,933,287
West Bengal,Nadia,2013,389,15,35,1288,228
West Bengal,Paschim Midnapur,2013,170,5,41,704,160
West Bengal,Purab Midnapur,2013,221,6,24,524,115
West Bengal,Purulia,2013,54,5,22,226,48
West Bengal,Sealdah G.R.P.,2013,14,0,4,363,3
West Bengal,Siliguri G.R.P.,2013,3,0,1,173,0
West Bengal,Siliguri_Pc,2013,122,3,25,1127,281
West Bengal,Uttar Dinajpur,2013,261,18,41,536,130
West Bengal,Zz Total,2013,4573,206,647,22904,4760
Andaman & Nicobar Islands,Car,2013,0,0,0,1,0
Andaman & Nicobar Islands,North,2013,6,0,0,7,0
Andaman & Nicobar Islands,South,2013,8,1,1,29,2
Andaman & Nicobar Islands,Zz Total,2013,14,1,1,37,2
Chandigarh,Chandigarh,2013,261,11,62,1519,874
Chandigarh,Zz Total,2013,261,11,62,1519,874
Dadra & Nagar Haveli,D&N Haveli,2013,13,1,0,58,26
Dadra & Nagar Haveli,Zz Total,2013,13,1,0,58,26
Daman & Diu,Daman,2013,11,6,1,35,23
Daman & Diu,Diu,2013,2,0,0,3,2
Daman & Diu,Zz Total,2013,13,6,1,38,25
Nct Of Delhi,Caw,2013,0,0,0,0,0
Nct Of Delhi,Central,2013,220,1,55,1928,948
Nct Of Delhi,Crime Branch,2013,1,0,0,1,0
Nct Of Delhi,East,2013,737,5,134,4252,2313
Nct Of Delhi,Eow,2013,0,0,0,0,0
Nct Of Delhi,Grp(Rly),2013,19,0,20,553,5
Nct Of Delhi,Igi Airport,2013,1,0,2,79,11
Nct Of Delhi,Metro Rail,2013,8,0,2,875,19
Nct Of Delhi,New Delhi,2013,74,0,14,473,127
Nct Of Delhi,North,2013,266,2,87,1542,657
Nct Of Delhi,North-East,2013,923,5,223,3703,2094
Nct Of Delhi,North-West,2013,597,10,194,2548,1182
Nct Of Delhi,Outer,2013,923,6,134,3383,1675
Nct Of Delhi,South,2013,539,0,68,3420,1590
Nct Of Delhi,South-East,2013,719,2,132,3155,1865
Nct Of Delhi,South-West,2013,556,1,116,1077,623
Nct Of Delhi,Stf,2013,0,0,0,0,0
Nct Of Delhi,West,2013,711,1,64,3135,1807
Nct Of Delhi,Zz Total,2013,6294,33,1245,30124,14916
Lakshadweep,Lakshadweep,2013,0,0,0,8,0
Lakshadweep,Zz Total,2013,0,0,0,8,0
